,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
1195,2433,CA-2014-148586,2014-03-25,2014-04-01,Standard Class,AZ-10750,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064,2014,7,AZ,407.53999999999996,2567.502,456.4448,40.754,285.27799999999996,Standard,2915,3482.95,22,0.7000000000000001,6-30 Days,366.78599999999994
1196,2434,US-2017-112613,2017-05-28,2017-05-28,Standard Class,JH-15910,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,4,0.2,4.0776,2017,0,JH,67.96,217.472,16.3104,13.591999999999999,54.367999999999995,Immediate,2780,2090.873,25,1.1,,54.367999999999995
1197,2435,CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0.0,16.98,2015,3,PJ,33.96,67.92,33.96,0.0,0.0,Urgent,2794,956.256,30,0.8,1-5 Days,33.96
1200,2440,CA-2017-139948,2017-07-17,2017-07-22,Standard Class,SW-20455,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2.1736,2017,5,SW,9.879999999999999,15.808,4.3472,1.976,3.952,Standard,2917,5205.812,13,0.6000000000000001,1-5 Days,7.903999999999999
1202,2447,CA-2015-100573,2015-09-25,2015-09-25,Standard Class,AM-10705,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,2015,0,AM,17.48,34.96,16.4312,0.0,0.0,Immediate,2917,6818.582,37,1.0999999999999999,,17.48
1203,2448,CA-2016-119165,2016-10-31,2016-10-31,Standard Class,BD-11320,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835,5,0.3,-14.081,2016,0,BD,704.0500000000001,2464.1749999999997,-70.405,211.215,1056.075,Immediate,2781,29779.633,53,1.3,,492.83500000000004
1204,2449,CA-2015-128027,2015-09-14,2015-09-17,Second Class,CM-12385,Consumer,United States,North Charleston,South Carolina,29406,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898,2015,3,CM,269.49,808.47,16.1694,0.0,0.0,Urgent,2792,16995.85,13,0.8,1-5 Days,269.49
1205,2450,CA-2016-140207,2016-05-11,2016-10-11,Standard Class,CS-12400,Home Office,United States,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.828,2016,153,CS,36.4,145.6,49.14,7.28,36.4,Standard,2757,7503.588,31,1.4500000000000002,31+ Days,29.119999999999997
1206,2451,CA-2017-140949,2017-03-17,2017-03-22,Second Class,DB-13405,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5,0.0,9.0,2017,5,DB,18.75,93.75,45.0,0.0,0.0,Standard,2942,3066.824,15,0.2,1-5 Days,18.75
1207,2460,CA-2017-138548,2017-08-15,2017-08-21,Standard Class,JG-15160,Consumer,United States,Plainfield,New Jersey,07060,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0.0,25.4384,2017,6,JG,97.84,195.68,50.8768,0.0,0.0,Standard,2756,11694.466,40,1.2,6-30 Days,97.84
1208,2461,CA-2015-142419,2015-11-07,2015-11-07,Second Class,SC-20380,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,3,0.0,13.4865,2015,0,SC,29.97,89.91,40.4595,0.0,0.0,Immediate,2785,2022.6499999999999,27,1.9,,29.97
1209,2463,CA-2017-148691,2017-03-12,2017-09-12,Standard Class,CS-12460,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,2017,184,CS,104.89999999999999,419.6,146.86,20.98,104.9,Standard,3048,443.59000000000003,6,0.2,31+ Days,83.91999999999999
1210,2467,CA-2017-128755,2017-04-05,2017-08-05,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.0,4.0995,2017,122,MK,9.11,9.11,4.0995,0.0,0.0,Standard,3024,226.094,11,0.7,31+ Days,9.11
1211,2471,US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,0.2,4.2816,2016,6,CM,17.84,114.176,34.2528,3.568,28.544,Standard,3463,184.416,10,0.4,6-30 Days,14.272
1212,2474,CA-2016-114972,2016-03-11,2016-06-11,First Class,PF-19225,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,-29.9178,2016,92,PF,271.97999999999996,435.168,-59.8356,54.395999999999994,108.79199999999999,Standard,2929,948.364,13,0.4,31+ Days,217.58399999999997
1214,2479,CA-2014-145212,2014-09-13,2014-09-19,Standard Class,DC-12850,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3,0.0,1.4742,2014,6,DC,5.46,16.38,4.4226,0.0,0.0,Standard,2792,3695.302,28,1.5,6-30 Days,5.46
1215,2480,CA-2017-141992,2017-06-19,2017-06-25,Standard Class,FO-14305,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184,1,0.2,0.8388,2017,6,FO,13.979999999999999,11.184,0.8388,2.796,2.796,Standard,2793,12210.866000000002,49,2.0,6-30 Days,11.184
1217,2483,CA-2017-126067,2017-08-28,2017-08-28,Standard Class,KN-16705,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,4,0.2,11.4296,2017,0,KN,43.959999999999994,140.672,45.7184,8.792,35.168,Immediate,2809,1903.6460000000002,26,0.8,,35.16799999999999
1218,2487,CA-2015-104514,2015-02-01,2015-04-01,Second Class,CB-12535,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2015,59,CB,85.52,171.04,44.4704,0.0,0.0,Standard,2952,3241.2875,27,0.55,31+ Days,85.52
1220,2492,CA-2014-113579,2014-12-13,2014-12-15,Second Class,KD-16345,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,0.0,41.5104,2014,2,KD,90.24,541.4399999999999,249.06239999999997,0.0,0.0,Urgent,2796,1443.934,22,0.8,1-5 Days,90.24
1222,2494,CA-2016-146206,2016-10-09,2016-10-09,Second Class,KT-16480,Consumer,United States,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,5,0.3,-34.392,2016,0,KT,429.90000000000003,1504.65,-171.96,128.97,644.85,Immediate,2855,14916.0684,26,1.52,,300.93000000000006
1223,2496,CA-2014-136644,2014-06-16,2014-06-22,Standard Class,SC-20575,Consumer,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,8,0.0,32.392,2014,6,SC,647.84,5182.72,259.136,0.0,0.0,Standard,2847,5995.8460000000005,20,1.5,6-30 Days,647.84
1224,2497,CA-2015-122371,2015-09-26,2015-09-26,Standard Class,BS-11800,Home Office,United States,San Diego,California,92037,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,0.0,18.6093,2015,0,BS,64.17,192.51,55.8279,0.0,0.0,Immediate,2872,212.14999999999998,5,0.0,,64.17
1225,2499,CA-2016-126935,2016-05-19,2016-05-24,Standard Class,BT-11395,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544,2016,5,BT,11.979999999999999,9.584,3.3544,2.396,2.396,Standard,3057,3491.545,19,1.0999999999999999,1-5 Days,9.584
1226,2500,US-2017-133781,2017-06-22,2017-06-23,First Class,DC-12850,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,3,0.2,12.6927,2017,1,DC,47.00999999999999,112.82399999999998,38.0781,9.402,28.205999999999996,Urgent,2792,3695.302,28,1.5,1-5 Days,37.60799999999999
1227,2501,CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,Corporate,United States,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,2,0.2,4.4312,2017,3,LS,15.28,24.448,8.8624,3.056,6.112,Urgent,2851,4018.028,25,0.6000000000000001,1-5 Days,12.224
1228,2504,CA-2016-149482,2016-11-14,2016-11-19,Standard Class,RR-19315,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0.0,3.4686,2016,5,RR,7.38,14.76,6.9372,0.0,0.0,Standard,2803,35.496,4,0.2,1-5 Days,7.38
1229,2505,CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,15.0416,2014,2,KL,53.72,214.88,60.1664,0.0,0.0,Urgent,2802,25143.482,51,1.3,1-5 Days,53.72
1231,2509,CA-2017-163902,2017-02-03,2017-08-03,Standard Class,MY-17380,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,2017,181,MY,245.97,590.328,44.2746,49.194,147.582,Standard,2791,8007.678999999999,28,2.0,31+ Days,196.776
1233,2512,CA-2015-102722,2015-04-18,2015-04-19,First Class,KW-16570,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0.0,41.535,2015,1,KW,106.5,639.0,249.20999999999998,0.0,0.0,Urgent,3526,1264.0159999999998,19,0.2,1-5 Days,106.5
1234,2513,CA-2017-155089,2017-02-12,2017-06-12,Standard Class,DB-12910,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,0.7,-33.484,2017,120,DB,152.19999999999996,228.29999999999998,-167.42000000000002,106.53999999999996,532.6999999999998,Standard,2806,2391.939,32,1.65,31+ Days,45.66
1235,2514,CA-2016-124506,2016-11-11,2016-11-17,Standard Class,BB-11545,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,0.2,1.1996,2016,6,BB,119.96,383.872,4.7984,23.992,95.968,Standard,2777,21310.118,37,1.0,6-30 Days,95.96799999999999
1236,2516,CA-2014-106572,2014-05-09,2014-09-10,Standard Class,NP-18700,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,0.2,19.824,2014,124,NP,330.4,528.64,39.648,66.08,132.16,Standard,2893,11484.975999999999,26,1.2000000000000002,31+ Days,264.32
1238,2518,CA-2017-123134,2017-02-05,2017-07-05,Standard Class,DW-13585,Corporate,United States,Westfield,New Jersey,07090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,12.993,2017,150,DW,129.93,389.79,38.979,0.0,0.0,Standard,3015,2964.802,27,0.8,31+ Days,129.93
1239,2519,CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,7,0.0,9.8784,2016,6,CD,20.16,141.12,69.1488,0.0,0.0,Standard,3154,2799.9039999999995,20,0.2,6-30 Days,20.16
1240,2525,CA-2015-124541,2015-06-04,2015-10-04,Standard Class,TT-21220,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,2015,122,TT,52.56,378.432,47.304,10.512,94.608,Standard,2938,6569.984,36,0.8,31+ Days,42.048
1241,2530,CA-2014-108707,2014-10-24,2014-10-29,Standard Class,DB-12910,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288,2014,5,DB,12.959999999999999,20.736,7.2576,2.592,5.184,Standard,2806,2391.939,32,1.65,1-5 Days,10.367999999999999
1242,2531,CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,5,0.0,52.532,2014,4,DJ,114.2,571.0,262.65999999999997,0.0,0.0,Standard,2774,8246.662,30,0.9,1-5 Days,114.2
1244,2536,CA-2015-143238,2015-06-09,2015-08-09,First Class,LO-17170,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0.0,18.0648,2015,61,LO,46.32,185.28,72.2592,0.0,0.0,Standard,2757,2709.35,22,0.8,31+ Days,46.32
1245,2537,CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958,2015,2,SV,259.98,363.972,-109.1916,77.994,155.988,Urgent,2856,11532.136,34,2.2,1-5 Days,181.98600000000002
1247,2542,CA-2016-144792,2016-04-30,2016-04-30,Standard Class,KD-16615,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776,2016,0,KD,139.85999999999999,783.216,156.6432,27.971999999999998,195.80399999999997,Immediate,3044,3715.4159999999997,26,0.6000000000000001,,111.88799999999999
1248,2543,CA-2014-164385,2014-09-26,2014-10-01,Second Class,NB-18580,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,3,0.2,14.3952,2014,5,NB,179.94,431.856,43.1856,35.988,107.964,Standard,3920,951.536,7,0.2,1-5 Days,143.952
1249,2544,US-2016-114174,2016-08-09,2016-09-14,Standard Class,AP-10720,Home Office,United States,Malden,Massachusetts,02148,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,3,0.0,13.9152,2016,36,AP,173.94,521.8199999999999,41.7456,0.0,0.0,Standard,2796,2582.1499999999996,26,1.0,31+ Days,173.94
1250,2546,CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0.0,2.0592,2017,4,JE,205.92,823.68,8.2368,0.0,0.0,Standard,2854,17172.538,62,2.3,1-5 Days,205.92
1251,2548,US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,1,0.2,0.2592,2015,6,JM,2.8799999999999994,2.304,0.2592,0.576,0.576,Standard,2776,34460.142,25,0.7,6-30 Days,2.3039999999999994
1253,2554,CA-2016-155439,2016-09-14,2016-09-18,Standard Class,PN-18775,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92,4,0.0,12.4416,2016,4,PN,25.92,103.68,49.7664,0.0,0.0,Standard,2785,4790.530000000001,35,0.8,1-5 Days,25.92
1254,2555,CA-2016-118626,2016-08-15,2016-08-20,Standard Class,JC-15775,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544,2016,5,JC,881.93,4938.808,493.8808,176.386,1234.702,Standard,2913,10222.095,43,0.9500000000000001,1-5 Days,705.544
1255,2556,CA-2015-111458,2015-09-26,2015-09-30,Standard Class,PF-19165,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0,2,0.0,12.0,2015,4,PF,50.0,100.0,24.0,0.0,0.0,Standard,2951,5918.59,20,0.5,1-5 Days,50.0
1256,2557,US-2016-126844,2016-08-10,2016-10-14,Standard Class,BW-11110,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712,8,0.6,-32.32,2016,65,BW,129.28,413.696,-258.56,77.568,620.544,Standard,2876,9099.78,40,1.3,31+ Days,51.712
1257,2558,US-2015-112508,2015-03-24,2015-03-30,Standard Class,BP-11185,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244,2015,6,BP,8.74,13.984,1.0488,1.7480000000000002,3.4960000000000004,Standard,2756,6935.704000000001,32,1.5,6-30 Days,6.992
1259,2562,CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,9.216,4,0.2,3.3408,2015,6,MB,11.519999999999998,36.864,13.3632,2.304,9.216,Standard,2774,3245.522,40,1.8,6-30 Days,9.215999999999998
1260,2564,CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,KeyTronic�KT800P2 -�Keyboard�- Black,15.02,1,0.0,2.7036,2015,5,HR,15.02,15.02,2.7036,0.0,0.0,Standard,2914,15897.545999999998,26,1.0,1-5 Days,15.02
1261,2566,CA-2017-109589,2017-12-21,2017-12-24,First Class,BD-11635,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0,4,0.0,27.69,2017,3,BD,71.0,284.0,110.76,0.0,0.0,Urgent,2764,1905.6,14,0.4,1-5 Days,71.0
1262,2567,CA-2017-123967,2017-01-11,2017-03-11,Second Class,SF-20200,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,7.85,2017,59,SF,31.4,125.60000000000001,39.25,6.28,31.400000000000002,Standard,2880,4856.814,49,1.3,31+ Days,25.119999999999997
1264,2570,CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,164.388,2,0.4,-35.6174,2017,0,DR,273.98,328.776,-71.2348,109.59200000000001,219.18400000000003,Immediate,2758,16605.678,49,1.6,,164.388
1265,2572,CA-2017-109778,2017-07-16,2017-07-21,Standard Class,VM-21685,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912,2,0.2,0.91,2017,5,VM,3.6399999999999997,5.824,1.82,0.728,1.456,Standard,2922,7286.482,24,0.6000000000000001,1-5 Days,2.912
1267,2574,CA-2017-145128,2017-09-07,2017-09-07,Standard Class,SM-20320,Home Office,United States,Lafayette,Indiana,47905,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.587,2017,0,SM,526.45,2632.25,157.935,0.0,0.0,Immediate,2775,5960.282,15,0.9,,526.45
1268,2575,CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23,3,0.0,7.9527,2014,5,RA,16.23,48.69,23.8581,0.0,0.0,Standard,2798,10612.286000000002,23,0.2,1-5 Days,16.23
1269,2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.7818,2014,5,SD,62.82,188.46,92.3454,0.0,0.0,Standard,2955,1761.9579999999999,31,1.1,1-5 Days,62.82
1270,2586,CA-2015-121041,2015-03-11,2015-10-11,Standard Class,CS-12250,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476,2015,214,CS,8.26,13.216,4.2952,1.6520000000000001,3.3040000000000003,Standard,2792,3047.244,35,1.2000000000000002,31+ Days,6.608
1271,2587,CA-2017-131695,2017-06-30,2017-06-30,Standard Class,RA-19285,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57,7,0.0,67.1139,2017,0,RA,248.57,1739.99,469.7973,0.0,0.0,Immediate,2760,9671.77,36,2.0,,248.57
1272,2589,CA-2016-137729,2016-05-05,2016-09-05,Standard Class,BF-11005,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0.0,1.0166,2016,123,BF,5.98,5.98,1.0166,0.0,0.0,Standard,2794,271.752,10,0.8,31+ Days,5.98
1273,2591,US-2016-115455,2016-08-09,2016-09-14,Standard Class,SE-20110,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",14.136,2,0.6,-7.7748,2016,36,SE,35.339999999999996,28.272,-15.5496,21.203999999999997,42.407999999999994,Standard,2764,48611.042,35,1.4,31+ Days,14.136
1274,2593,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1,2,0.0,39.55,2017,2,RS,79.1,158.2,79.1,0.0,0.0,Urgent,2791,15833.76,30,1.4000000000000001,1-5 Days,79.1
1275,2595,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Corporate,United States,Columbus,Indiana,47201,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0.0,81.432,2017,4,BM,180.96,361.92,162.864,0.0,0.0,Standard,2788,5988.1179999999995,28,1.75,1-5 Days,180.96
